begin,end,id,text,prep_verbal,prep_read
13.68,15.682,R065-S01-T008-U000001,"""NETFLIX 오리지널 시리즈""",,
15.766,17.768,R065-S01-T008-U000002,[주제곡],,주제곡
44.67,45.671,R065-S01-T008-U000003,[노크 소리가 들린다],,노크 소리가 들린다
45.754,47.089,R065-S01-T008-U000004,네[문이 쓱 열린다],네,네 문이 쓱 열린다
47.714,50.133,R065-S01-T008-U000005,"(간호사1)계 선생님, 인사 팀에서 뭐 왔는데요?","계 선생님 , 인사 팀에서 뭐 왔는데요 ?","간호사 계 선생님 , 인사 팀에서 뭐 왔는데요 ?"
50.717,51.76,R065-S01-T008-U000006,인사 팀?,인사 팀 ?,인사 팀 ?
51.843,53.345,R065-S01-T008-U000007,(간호사1)예전에 뭐 신청하셨어요?,예전에 뭐 신청하셨어요 ?,간호사 예전에 뭐 신청하셨어요 ?
54.263,55.222,R065-S01-T008-U000008,아니,아니,아니
56.014,56.974,R065-S01-T008-U000009,[살짝 웃는다],,살짝 웃는다
57.599,60.102,R065-S01-T008-U000010,(근상)인사 팀에서...[문이 쓱 닫힌다],인사 팀에서 . . .,근상 인사 팀에서 . . . 문이 쓱 닫힌다
61.228,62.312,R065-S01-T008-U000011,[한숨],,한숨
86.42,87.838,R065-S01-T008-U000012,[한숨],,한숨
93.051,94.094,R065-S01-T008-U000013,[차분한 음악],,차분한 음악
94.177,97.055,R065-S01-T008-U000014,(강화)한 인생이 우리의 삶 속에깊숙이 들어왔다,한 인생이 우리의 삶 속에깊숙이 들어왔다,강화 한 인생이 우리의 삶 속에깊숙이 들어왔다
97.639,100.058,R065-S01-T008-U000015,함께한 시절들을 비웃으며,함께한 시절들을 비웃으며,함께한 시절들을 비웃으며
100.183,102.936,R065-S01-T008-U000016,한순간 빠져나가 버리는 이별,한순간 빠져나가 버리는 이별,한순간 빠져나가 버리는 이별
106.106,107.149,R065-S01-T008-U000017,[떨리는 숨소리],,떨리는 숨소리
118.285,119.453,R065-S01-T008-U000018,[훌쩍인다],,훌쩍인다
129.88,131.089,R065-S01-T008-U000019,[흐느낀다],,흐느낀다
131.214,132.549,R065-S01-T008-U000020,(강화)이 이별의 순간,이 이별의 순간,강화 이 이별의 순간
134.384,136.928,R065-S01-T008-U000021,누군가는 현실을 고스란히 받아들이며,누군가는 현실을 고스란히 받아들이며,누군가는 현실을 고스란히 받아들이며
137.012,139.598,R065-S01-T008-U000022,밀려오는 슬픔에 정면으로 맞설 것이고,밀려오는 슬픔에 정면으로 맞설 것이고,밀려오는 슬픔에 정면으로 맞설 것이고
161.37,162.371,R065-S01-T008-U000023,[은숙의 힘겨운 신음],,은숙의 힘겨운 신음
170.837,171.797,R065-S01-T008-U000024,[은숙이 코를 훌쩍인다],,은숙이 코를 훌쩍인다
173.965,174.841,R065-S01-T008-U000025,[은숙의 한숨],,은숙의 한숨
182.849,186.853,R065-S01-T008-U000026,(강화)누군가는 이 감당할 수 없는이별로부터 자신을 지켜 내기 위해,누군가는 이 감당할 수 없는이별로부터 자신을 지켜 내기 위해,강화 누군가는 이 감당할 수 없는이별로부터 자신을 지켜 내기 위해
187.396,188.73,R065-S01-T008-U000027,또 살아 내기 위해,또 살아 내기 위해,또 살아 내기 위해
189.606,193.485,R065-S01-T008-U000028,슬픔을 외면하고방치하고 있을지도 모른다,슬픔을 외면하고방치하고 있을지도 모른다,슬픔을 외면하고방치하고 있을지도 모른다
211.211,215.465,R065-S01-T008-U000029,"그러나 어떤 진리와 외면, 흐르는 시간","그러나 어떤 진리와 외면 , 흐르는 시간","그러나 어떤 진리와 외면 , 흐르는 시간"
216.258,222.431,R065-S01-T008-U000030,그 어떤 것도이 슬픔을 극복할 방법은 없을 것이다,그 어떤 것도이 슬픔을 극복할 방법은 없을 것이다,그 어떤 것도이 슬픔을 극복할 방법은 없을 것이다
256.631,257.924,R065-S01-T008-U000031,"(필승)아, 저기, 사장님","아 , 저기 , 사장님","필승 아 , 저기 , 사장님"
258.55,260.135,R065-S01-T008-U000032,이거 좀 제가 들면 안 될까요?,이거 좀 제가 들면 안 될까요 ?,이거 좀 제가 들면 안 될까요 ?
260.719,262.971,R065-S01-T008-U000033,"(강화)아, 예, 안 돼요","아 , 예 , 안 돼요","강화 아 , 예 , 안 돼요"
263.972,266.558,R065-S01-T008-U000034,불편하시면 무임승차하신 분이내리셔야죠,불편하시면 무임승차하신 분이내리셔야죠,불편하시면 무임승차하신 분이내리셔야죠
266.641,268.81,R065-S01-T008-U000035,운전대를 뺏으면 쓰나,운전대를 뺏으면 쓰나,운전대를 뺏으면 쓰나
