begin,end,id,text,prep_verbal,prep_read
0.918,3.086,R035-S01-T013-U000001,[주제곡],,주제곡
61.562,63.897,R035-S01-T013-U000002,[부드러운 음악],,부드러운 음악
69.361,70.57,R035-S01-T013-U000003,(준)강이 어떻게 만났어요?,강이 어떻게 만났어요 ?,준 강이 어떻게 만났어요 ?
71.196,72.03,R035-S01-T013-U000004,[빨리 감기 효과음],,빨리 감기 효과음
72.114,74.449,R035-S01-T013-U000005,(태현)이강 선생 우리 누나 첫사랑...,이강 선생 우리 누나 첫사랑 . . .,태현 이강 선생 우리 누나 첫사랑 . . .
75.701,76.535,R035-S01-T013-U000006,아니,아니,아니
76.618,78.787,R035-S01-T013-U000007,둘 다 서로,둘 다 서로,둘 다 서로
79.579,80.664,R035-S01-T013-U000008,첫사랑이에요,첫사랑이에요,첫사랑이에요
83.041,85.46,R035-S01-T013-U000009,"완도에서부터 시작된, 어?","완도에서부터 시작된 , 어 ?","완도에서부터 시작된 , 어 ?"
87.504,91.133,R035-S01-T013-U000010,온갖 군데에서 다 만나지는 거 보면,온갖 군데에서 다 만나지는 거 보면,온갖 군데에서 다 만나지는 거 보면
92.134,94.636,R035-S01-T013-U000011,전생에서부터 인연이었을지도,전생에서부터 인연이었을지도,전생에서부터 인연이었을지도
96.013,97.014,R035-S01-T013-U000012,[자동차 경적],,자동차 경적
97.097,98.473,R035-S01-T013-U000013,(강)내가 누구를 좋아하냐고,내가 누구를 좋아하냐고,강 내가 누구를 좋아하냐고
100.934,101.893,R035-S01-T013-U000014,누나가 얘기했어?,누나가 얘기했어 ?,누나가 얘기했어 ?
102.352,103.478,R035-S01-T013-U000015,내가 자기를 좋아한다고?,내가 자기를 좋아한다고 ?,내가 자기를 좋아한다고 ?
108.108,109.526,R035-S01-T013-U000016,(강)피하고 싶은데,피하고 싶은데,강 피하고 싶은데
111.278,113.405,R035-S01-T013-U000017,자꾸 사람을 걱정시키고,자꾸 사람을 걱정시키고,자꾸 사람을 걱정시키고
